repo_name,repo_link,star_count,domain,build_type,automation_level,environment_specificity,dependency_transparency,tooling_complexity,reproducibility_support
google/butteraugli,https://github.com/google/butteraugli,1997,scientific-computing,bazel,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
baidu/Senta,https://github.com/baidu/Senta,1997,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
ejoy/ejoy2d,https://github.com/ejoy/ejoy2d,1997,game-development,make,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,no_ci_manual_only
stripe/react-stripe-js,https://github.com/stripe/react-stripe-js,1996,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
dotnet/Silk.NET,https://github.com/dotnet/Silk.NET,4891,error,error,error,error,error,error,error
vizzuhq/vizzu-lib,https://github.com/vizzuhq/vizzu-lib,1997,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
RenderKit/oidn,https://github.com/RenderKit/oidn,1997,scientific-computing,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
ustctug/ustcthesis,https://github.com/ustctug/ustcthesis,1996,documentation,make,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready
j4mie/idiorm,https://github.com/j4mie/idiorm,1996,web-development,composer,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
ProsusAI/finBERT,https://github.com/ProsusAI/finBERT,1996,machine-learning,none,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
midday-ai/ai-sdk-tools,https://github.com/midday-ai/ai-sdk-tools,1997,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
lunarmodules/luasocket,https://github.com/lunarmodules/luasocket,1997,systems-programming,luarocks,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
an-anime-team/an-anime-game-launcher,https://github.com/an-anime-team/an-anime-game-launcher,1996,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
pFarb/awesome-crypto-papers,https://github.com/pFarb/awesome-crypto-papers,1996,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
tensorflow/recommenders,https://github.com/tensorflow/recommenders,1997,machine-learning,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
evennia/evennia,https://github.com/evennia/evennia,1996,game-development,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
chaostoolkit/chaostoolkit,https://github.com/chaostoolkit/chaostoolkit,1996,devops,pdm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
libgit2/git2go,https://github.com/libgit2/git2go,1996,systems-programming,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
saljam/webwormhole,https://github.com/saljam/webwormhole,1996,security,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
pliang279/awesome-phd-advice,https://github.com/pliang279/awesome-phd-advice,1996,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
TrestleAdmin/trestle,https://github.com/TrestleAdmin/trestle,1996,web-development,bundler,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
B-Con/crypto-algorithms,https://github.com/B-Con/crypto-algorithms,1996,security,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
HobbitLong/PyContrast,https://github.com/HobbitLong/PyContrast,1996,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
Tencent/soter,https://github.com/Tencent/soter,1996,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
ssloy/tinyraycaster,https://github.com/ssloy/tinyraycaster,1996,education,cmake,semi_automated,specific_os,implicit,single_layer_tool,no_ci_manual_only
michaelbromley/angularUtils,https://github.com/michaelbromley/angularUtils,1996,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
facebookresearch/video-nonlocal-net,https://github.com/facebookresearch/video-nonlocal-net,1995,machine-learning,none,semi_automated,custom_hardware_or_drivers,implicit,multi_layer_toolchains,no_ci_manual_only
woai3c/introduction-to-front-end-engineering,https://github.com/woai3c/introduction-to-front-end-engineering,1995,documentation,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
bmfe/eros,https://github.com/bmfe/eros,1995,mobile-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
zhaofengli/colmena,https://github.com/zhaofengli/colmena,1996,devops,cargo,semi_automated,specific_os,explicit_machine_readable,multi_layer_toolchains,repro_ready
zhegexiaohuozi/SeimiCrawler,https://github.com/zhegexiaohuozi/SeimiCrawler,1995,web-development,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
mitsuhiko/pipsi,https://github.com/mitsuhiko/pipsi,1995,utilities,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
fwcd/kotlin-language-server,https://github.com/fwcd/kotlin-language-server,1995,utilities,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
card-io/card.io-Android-SDK,https://github.com/card-io/card.io-Android-SDK,1998,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
Netflix/titus,https://github.com/Netflix/titus,1994,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
aunetx/blur-my-shell,https://github.com/aunetx/blur-my-shell,1993,utilities,none,manual,specific_os,explicit_loose,single_layer_tool,no_ci_manual_only
Leon406/ToolsFx,https://github.com/Leon406/ToolsFx,1994,utilities,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
GoogleCloudPlatform/PerfKitBenchmarker,https://github.com/GoogleCloudPlatform/PerfKitBenchmarker,1995,devops,pip,fully_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
MinishLab/model2vec,https://github.com/MinishLab/model2vec,1996,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
rendora/rendora,https://github.com/rendora/rendora,1994,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
variadico/noti,https://github.com/variadico/noti,4872,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
RameshMF/spring-boot-tutorial,https://github.com/RameshMF/spring-boot-tutorial,1994,documentation,maven,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
martin226/vibe-draw,https://github.com/martin226/vibe-draw,1995,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
VladislavEremeev/QA_bible,https://github.com/VladislavEremeev/QA_bible,1993,documentation,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
ParabolInc/parabol,https://github.com/ParabolInc/parabol,1993,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
boylegu/SpringBoot-vue,https://github.com/boylegu/SpringBoot-vue,1996,web-development,maven,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
databricks/spark-deep-learning,https://github.com/databricks/spark-deep-learning,1994,machine-learning,setuptools,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
google/marl,https://github.com/google/marl,1993,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,partial_repro
novoda/android-demos,https://github.com/novoda/android-demos,1993,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
klaus01/KLGenerateSpamCode,https://github.com/klaus01/KLGenerateSpamCode,1993,utilities,none,semi_automated,specific_os,implicit,single_layer_tool,no_ci_manual_only
vue-zone/vue3-vant-mobile,https://github.com/vue-zone/vue3-vant-mobile,1992,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
kylef/swiftenv,https://github.com/kylef/swiftenv,1993,utilities,make,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
fastfloat/fast_float,https://github.com/fastfloat/fast_float,1994,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready
Corvusoft/restbed,https://github.com/Corvusoft/restbed,1993,web-development,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
afollestad/drag-select-recyclerview,https://github.com/afollestad/drag-select-recyclerview,1993,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
geelen/x-gif,https://github.com/geelen/x-gif,1993,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,no_ci_manual_only
opendatalab/DocLayout-YOLO,https://github.com/opendatalab/DocLayout-YOLO,1993,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
dynamodb-toolbox/dynamodb-toolbox,https://github.com/dynamodb-toolbox/dynamodb-toolbox,1992,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
halfrost/vue-objccn,https://github.com/halfrost/vue-objccn,1993,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
willowtreeapps/Hyperion-Android,https://github.com/willowtreeapps/Hyperion-Android,1991,error,error,error,error,error,error,error
symfony/http-client-contracts,https://github.com/symfony/http-client-contracts,1993,web-development,composer,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
tmbo/questionary,https://github.com/tmbo/questionary,1992,utilities,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
vim-ruby/vim-ruby,https://github.com/vim-ruby/vim-ruby,1992,utilities,none,reverse_engineering,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
WoeUSB/WoeUSB-ng,https://github.com/WoeUSB/WoeUSB-ng,1992,utilities,pip,semi_automated,specific_os,implicit,single_layer_tool,no_ci_manual_only
ansible-community/ara,https://github.com/ansible-community/ara,1991,error,error,error,error,error,error,error
keajs/kea,https://github.com/keajs/kea,1991,error,error,error,error,error,error,error
saltcorn/saltcorn,https://github.com/saltcorn/saltcorn,1991,error,error,error,error,error,error,error
castwide/solargraph,https://github.com/castwide/solargraph,1993,utilities,bundler,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
chainreactors/gogo,https://github.com/chainreactors/gogo,1992,security,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
falkTX/Carla,https://github.com/falkTX/Carla,1992,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
develsoftware/GMinerRelease,https://github.com/develsoftware/GMinerRelease,1992,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
ermongroup/cs228-notes,https://github.com/ermongroup/cs228-notes,1992,documentation,jekyll,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
gin-contrib/cors,https://github.com/gin-contrib/cors,1991,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
stephenturner/oneliners,https://github.com/stephenturner/oneliners,1991,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
yifan123/flow_grpo,https://github.com/yifan123/flow_grpo,1991,error,error,error,error,error,error,error
FormidableLabs/prism-react-renderer,https://github.com/FormidableLabs/prism-react-renderer,1991,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
dtolnay/case-studies,https://github.com/dtolnay/case-studies,1992,documentation,cargo,manual,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
sagemath/sage-archive-2023-02-01,https://github.com/sagemath/sage-archive-2023-02-01,1998,error,error,error,error,error,error,error
sonosaurus/sonobus,https://github.com/sonosaurus/sonobus,1991,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
f/vue-wait,https://github.com/f/vue-wait,1991,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
koutto/pi-pwnbox-rogueap,https://github.com/koutto/pi-pwnbox-rogueap,1991,security,none,semi_automated,custom_hardware_or_drivers,implicit,single_layer_tool,no_ci_manual_only
lsegal/yard,https://github.com/lsegal/yard,1992,documentation,bundler,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
audulus/rui,https://github.com/audulus/rui,1992,systems-programming,cargo,fully_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
justcoding121/titanium-web-proxy,https://github.com/justcoding121/titanium-web-proxy,1991,utilities,dotnet,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
sureJiang/MSRocketGiftAnimation,https://github.com/sureJiang/MSRocketGiftAnimation,1991,mobile-development,cocoapods,manual,specific_os,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
coderaiser/cloudcmd,https://github.com/coderaiser/cloudcmd,1991,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
saltbo/zpan,https://github.com/saltbo/zpan,1990,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,repro_ready
ClearFoundry/ClearScript,https://github.com/ClearFoundry/ClearScript,1992,utilities,none,semi_automated,specific_os,explicit_machine_readable,multi_layer_toolchains,repro_ready
davidfantasy/mybatis-plus-generator-ui,https://github.com/davidfantasy/mybatis-plus-generator-ui,1990,error,error,error,error,error,error,error
xremap/xremap,https://github.com/xremap/xremap,1991,systems-programming,cargo,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
rupeshs/fastsdcpu,https://github.com/rupeshs/fastsdcpu,1991,machine-learning,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
bluefireteam/photo_view,https://github.com/bluefireteam/photo_view,1991,mobile-development,pub,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
alex3165/react-mapbox-gl,https://github.com/alex3165/react-mapbox-gl,1990,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
basecamp/local_time,https://github.com/basecamp/local_time,1990,web-development,bundler,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
mfontanini/libtins,https://github.com/mfontanini/libtins,1990,error,error,error,error,error,error,error
Tencent/cloudbase-framework,https://github.com/Tencent/cloudbase-framework,1989,error,error,error,error,error,error,error
storybookjs/design-system,https://github.com/storybookjs/design-system,1990,web-development,yarn,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
noamgat/lm-format-enforcer,https://github.com/noamgat/lm-format-enforcer,1990,utilities,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
keijiro/Klak,https://github.com/keijiro/Klak,1990,game-development,none,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
Qihoo360/poseidon,https://github.com/Qihoo360/poseidon,1991,security,gradle,semi_automated,specific_stack_versions,explicit_machine_readable,multi_layer_toolchains,no_ci_manual_only
facebook/jsx,https://github.com/facebook/jsx,1990,documentation,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
microsoft/pylance-release,https://github.com/microsoft/pylance-release,1990,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
haskellcamargo/gemidao-do-zap,https://github.com/haskellcamargo/gemidao-do-zap,1990,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
pilotmoon/PopClip-Extensions,https://github.com/pilotmoon/PopClip-Extensions,1991,utilities,none,manual,specific_os,implicit,single_layer_tool,no_ci_manual_only
stepfun-ai/gelab-zero,https://github.com/stepfun-ai/gelab-zero,1996,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
Ramotion/fluid-slider,https://github.com/Ramotion/fluid-slider,1990,mobile-development,CocoaPods,semi_automated,specific_os,implicit,multi_layer_toolchains,no_ci_manual_only
Niek/chatgpt-web,https://github.com/Niek/chatgpt-web,1989,web-development,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
UI-Lovelace-Minimalist/UI,https://github.com/UI-Lovelace-Minimalist/UI,1989,web-development,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
henryjeff/portfolio-website,https://github.com/henryjeff/portfolio-website,1991,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
microsoft/TypeScript-Babel-Starter,https://github.com/microsoft/TypeScript-Babel-Starter,1989,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
salesforce/awd-lstm-lm,https://github.com/salesforce/awd-lstm-lm,1989,machine-learning,pip,semi_automated,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
gurnec/HashCheck,https://github.com/gurnec/HashCheck,1990,utilities,none,manual,specific_os,implicit,multi_layer_toolchains,repro_ready
beholdr/maska,https://github.com/beholdr/maska,1989,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
dweymouth/supersonic,https://github.com/dweymouth/supersonic,1990,utilities,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
pfalcon/esp-open-sdk,https://github.com/pfalcon/esp-open-sdk,1989,systems-programming,make,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,no_ci_manual_only
StartBootstrap/startbootstrap-simple-sidebar,https://github.com/StartBootstrap/startbootstrap-simple-sidebar,1989,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
yyyar/gobetween,https://github.com/yyyar/gobetween,1989,systems-programming,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
rust-random/rand,https://github.com/rust-random/rand,1989,utilities,cargo,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
lucidrains/make-a-video-pytorch,https://github.com/lucidrains/make-a-video-pytorch,1988,machine-learning,pip,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
jlord/git-it,https://github.com/jlord/git-it,1988,education,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,no_ci_manual_only
XUANTIE-RV/wujian100_open,https://github.com/XUANTIE-RV/wujian100_open,1988,systems-programming,make,semi_automated,specific_os,implicit,multi_layer_toolchains,no_ci_manual_only
kabukky/journey,https://github.com/kabukky/journey,1988,web-development,go-mod,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
xl7dev/WebShell,https://github.com/xl7dev/WebShell,1988,security,none,reverse_engineering,cross_platform_generic,implicit,mixed_languages_and_bindings,no_ci_manual_only
pili-engineering/PLPlayerKit,https://github.com/pili-engineering/PLPlayerKit,1994,error,error,error,error,error,error,error
artifacthub/hub,https://github.com/artifacthub/hub,1989,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,mixed_languages_and_bindings,repro_ready
TachibanaYoshino/AnimeGANv3,https://github.com/TachibanaYoshino/AnimeGANv3,1994,error,error,error,error,error,error,error
elyra-ai/elyra,https://github.com/elyra-ai/elyra,1989,machine-learning,pip,semi_automated,cross_platform_generic,explicit_loose,mixed_languages_and_bindings,repro_ready
vform666/variant-form,https://github.com/vform666/variant-form,1988,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
mgmeyers/obsidian-style-settings,https://github.com/mgmeyers/obsidian-style-settings,1988,utilities,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
mozilla/cipherscan,https://github.com/mozilla/cipherscan,1990,security,none,fully_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
jthuraisamy/SysWhispers,https://github.com/jthuraisamy/SysWhispers,1988,security,pip,semi_automated,specific_os,explicit_loose,single_layer_tool,no_ci_manual_only
coleam00/mcp-crawl4ai-rag,https://github.com/coleam00/mcp-crawl4ai-rag,1988,machine-learning,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
unrolled/render,https://github.com/unrolled/render,1989,web-development,go-mod,fully_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
phith0n/JavaThings,https://github.com/phith0n/JavaThings,1988,security,maven,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
animate1978/MB-Lab,https://github.com/animate1978/MB-Lab,1993,utilities,none,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
magnologan/awesome-k8s-security,https://github.com/magnologan/awesome-k8s-security,1988,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
flame/how-to-optimize-gemm,https://github.com/flame/how-to-optimize-gemm,1987,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
laravolt/avatar,https://github.com/laravolt/avatar,1988,web-development,composer,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
upbit/pixivpy,https://github.com/upbit/pixivpy,1988,utilities,poetry,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
django/djangoproject.com,https://github.com/django/djangoproject.com,1988,web-development,pip,semi_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
bestruirui/BestSub,https://github.com/bestruirui/BestSub,1988,web-development,go-mod,fully_automated,cross_platform_generic,explicit_machine_readable,multi_layer_toolchains,repro_ready
groundcover-com/caretta,https://github.com/groundcover-com/caretta,1988,devops,go-mod,semi_automated,specific_os,explicit_machine_readable,multi_layer_toolchains,repro_ready
alexanderGugel/ied,https://github.com/alexanderGugel/ied,1988,utilities,npm,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
apple/ml-fastvit,https://github.com/apple/ml-fastvit,1987,machine-learning,pip,semi_automated,specific_stack_versions,explicit_machine_readable,single_layer_tool,no_ci_manual_only
zwpro/coupons,https://github.com/zwpro/coupons,1987,mobile-development,npm,manual,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
kevinhwang91/nvim-bqf,https://github.com/kevinhwang91/nvim-bqf,1987,utilities,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
certsocietegenerale/FIR,https://github.com/certsocietegenerale/FIR,1987,security,pip,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
qicosmos/rest_rpc,https://github.com/qicosmos/rest_rpc,1987,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,single_layer_tool,repro_ready
Mottie/GitHub-userscripts,https://github.com/Mottie/GitHub-userscripts,1987,utilities,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
TrustTunnel/TrustTunnel,https://github.com/TrustTunnel/TrustTunnel,1987,security,cargo,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,repro_ready
jenndryden/Canadian-Tech-Internships-and-New-Grad-2025,https://github.com/jenndryden/Canadian-Tech-Internships-and-New-Grad-2025,1986,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,repro_ready
sass-mq/sass-mq,https://github.com/sass-mq/sass-mq,1986,web-development,npm,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
docker/cagent,https://github.com/docker/cagent,1987,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
ErLinErYi/PlantsVsZombies,https://github.com/ErLinErYi/PlantsVsZombies,1991,game-development,cmake,semi_automated,specific_os,implicit,single_layer_tool,no_ci_manual_only
toutiaoio/weekly.manong.io,https://github.com/toutiaoio/weekly.manong.io,1986,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
marzer/tomlplusplus,https://github.com/marzer/tomlplusplus,1986,systems-programming,cmake,semi_automated,cross_platform_generic,implicit,multi_layer_toolchains,repro_ready
thank-you-github/thank-you-github,https://github.com/thank-you-github/thank-you-github,1986,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
rasta-mouse/Sherlock,https://github.com/rasta-mouse/Sherlock,1986,security,none,semi_automated,specific_os,implicit,single_layer_tool,broken_or_outdated
amantinband/error-or,https://github.com/amantinband/error-or,1985,utilities,dotnet,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
srsudar/eg,https://github.com/srsudar/eg,1987,utilities,setuptools,semi_automated,cross_platform_generic,explicit_loose,single_layer_tool,repro_ready
apache/bookkeeper,https://github.com/apache/bookkeeper,1986,systems-programming,maven,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
nick-keller/react-datasheet-grid,https://github.com/nick-keller/react-datasheet-grid,1986,web-development,npm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
suyuan32/simple-admin-core,https://github.com/suyuan32/simple-admin-core,1986,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
anza-xyz/wallet-adapter,https://github.com/anza-xyz/wallet-adapter,1986,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
jwilder/docker-squash,https://github.com/jwilder/docker-squash,1986,devops,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
Trixarian/NetherSX2-patch,https://github.com/Trixarian/NetherSX2-patch,1987,mobile-development,none,semi_automated,specific_os,implicit,single_layer_tool,no_ci_manual_only
lstrojny/functional-php,https://github.com/lstrojny/functional-php,1985,utilities,composer,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
armcha/Space-Navigation-View,https://github.com/armcha/Space-Navigation-View,1986,mobile-development,gradle,semi_automated,specific_os,explicit_machine_readable,single_layer_tool,no_ci_manual_only
AstraZeneca/awesome-explainable-graph-reasoning,https://github.com/AstraZeneca/awesome-explainable-graph-reasoning,1985,documentation,none,manual,cross_platform_generic,implicit,single_layer_tool,no_ci_manual_only
muskie82/MonoGS,https://github.com/muskie82/MonoGS,1987,machine-learning,pip,semi_automated,custom_hardware_or_drivers,implicit,single_layer_tool,no_ci_manual_only
GcsSloop/rclayout,https://github.com/GcsSloop/rclayout,1987,mobile-development,gradle,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
newcat/baklavajs,https://github.com/newcat/baklavajs,1985,web-development,pnpm,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
BaldissaraMatheus/Tasks.md,https://github.com/BaldissaraMatheus/Tasks.md,1985,web-development,npm,fully_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,no_ci_manual_only
pojntfx/weron,https://github.com/pojntfx/weron,1985,systems-programming,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
vinceanalytics/vince,https://github.com/vinceanalytics/vince,1990,web-development,go-mod,semi_automated,cross_platform_generic,explicit_machine_readable,single_layer_tool,repro_ready
harry0703/AudioNotes,https://github.com/harry0703/AudioNotes,1985,utilities,pip,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,no_ci_manual_only
weareoutman/clockpicker,https://github.com/weareoutman/clockpicker,1985,web-development,npm,semi_automated,cross_platform_generic,explicit_loose,multi_layer_toolchains,repro_ready
